Reg.,Data,Hora,kW,kvarIND,kvarCAP,SH,SR,FPot.,DCR,UFER
1311,2018-07-22,14:15:00,5,5,0,F,L,71 L,,
1314,2018-07-22,14:30:00,5,5,0,F,L,71 L,,
1317,2018-07-22,14:45:00,7,5,0,F,L,80 L,,
1320,2018-07-22,15:00:00,5,7,0,F,L,60 L,7,2
1323,2018-07-22,15:15:00,5,7,0,F,L,60 L,,
1326,2018-07-22,15:30:00,7,5,0,F,L,80 L,,
1329,2018-07-22,15:45:00,5,5,0,F,L,71 L,,
1332,2018-07-22,16:00:00,7,7,0,F,L,71 L,8,2
1335,2018-07-22,16:15:00,5,7,0,F,L,60 L,,
1338,2018-07-22,16:30:00,22,13,0,F,L,85 L,,
1341,2018-07-22,16:45:00,52,34,0,F,L,84 L,,
1344,2018-07-22,17:00:00,30,15,0,F,L,89 L,30,2
1347,2018-07-22,17:15:00,45,24,0,F,L,89 L,,
1350,2018-07-22,17:30:00,74,39,0,F,L,89 L,,
1353,2018-07-22,17:45:00,67,37,0,F,L,88 L,,
1356,2018-07-22,18:00:00,55,25,0,F,L,91 L,63,2
1359,2018-07-22,18:15:00,79,42,0,F,L,88 L,,
1362,2018-07-22,18:30:00,79,40,0,F,L,89 L,,
1365,2018-07-22,18:45:00,77,42,0,F,L,88 L,,
1368,2018-07-22,19:00:00,74,40,0,F,L,88 L,81,3
1371,2018-07-22,19:15:00,71,40,0,F,L,87 L,,
1374,2018-07-22,19:30:00,72,40,0,F,L,87 L,,
1377,2018-07-22,19:45:00,74,40,0,F,L,88 L,,
1380,2018-07-22,20:00:00,79,42,0,F,L,88 L,78,4
1383,2018-07-22,20:15:00,74,40,0,F,L,88 L,,
1386,2018-07-22,20:30:00,74,40,0,F,L,88 L,,
1389,2018-07-22,20:45:00,76,42,0,F,L,87 L,,
1392,2018-07-22,21:00:00,76,42,0,F,L,87 L,79,4
1395,2018-07-22,21:15:00,69,39,0,F,L,87 L,,
1398,2018-07-22,21:30:00,62,35,0,F,L,87 L,,
1401,2018-07-22,21:45:00,59,34,0,F,L,87 L,,
1404,2018-07-22,22:00:00,20,7,0,F,L,95 L,55,2
1407,2018-07-22,22:15:00,13,8,0,F,L,85 L,,
1410,2018-07-22,22:30:00,13,7,0,F,L,89 L,,
1413,2018-07-22,22:45:00,10,7,0,F,L,83 L,,
1416,2018-07-22,23:00:00,7,7,0,F,L,71 L,12,1
1419,2018-07-22,23:15:00,10,7,0,F,L,83 L,,
1422,2018-07-22,23:30:00,8,7,0,F,L,78 L,,
1425,2018-07-22,23:45:00,7,7,0,F,L,71 L,,
1428,2018-07-23,00:00:00,8,7,0,F,L,78 L,10,1
1431,2018-07-23,00:15:00,7,8,0,F,C,62 L,,
1434,2018-07-23,00:30:00,8,7,0,F,C,78 L,,
1437,2018-07-23,00:45:00,8,8,0,F,C,71 L,,
1440,2018-07-23,01:00:00,8,7,0,F,C,78 L,,
1443,2018-07-23,01:15:00,7,8,0,F,C,62 L,,
1446,2018-07-23,01:30:00,8,7,0,F,C,78 L,,
1449,2018-07-23,01:45:00,7,7,0,F,C,71 L,,
1452,2018-07-23,02:00:00,8,8,0,F,C,71 L,,
1455,2018-07-23,02:15:00,7,7,0,F,C,71 L,,
1458,2018-07-23,02:30:00,8,7,0,F,C,78 L,,
1461,2018-07-23,02:45:00,7,7,0,F,C,71 L,,
1464,2018-07-23,03:00:00,8,8,0,F,C,71 L,,
1467,2018-07-23,03:15:00,7,7,0,F,C,71 L,,
1470,2018-07-23,03:30:00,8,7,0,F,C,78 L,,
1473,2018-07-23,03:45:00,7,8,0,F,C,62 L,,
1476,2018-07-23,04:00:00,8,7,0,F,C,78 L,,
1479,2018-07-23,04:15:00,7,8,0,F,C,62 L,,
1482,2018-07-23,04:30:00,8,7,0,F,C,78 L,,
1485,2018-07-23,04:45:00,7,7,0,F,C,71 L,,
1488,2018-07-23,05:00:00,8,8,0,F,C,71 L,,
1491,2018-07-23,05:15:00,7,7,0,F,C,71 L,,
1494,2018-07-23,05:30:00,8,8,0,F,C,71 L,,
1497,2018-07-23,05:45:00,7,7,0,F,C,71 L,,
1500,2018-07-23,06:00:00,8,8,0,F,C,71 L,,
1503,2018-07-23,06:15:00,8,7,0,F,L,78 L,,
1506,2018-07-23,06:30:00,7,7,0,F,L,71 L,,
1509,2018-07-23,06:45:00,8,7,0,F,L,78 L,,
1512,2018-07-23,07:00:00,7,7,0,F,L,71 L,9,2
1515,2018-07-23,07:15:00,8,7,0,F,L,78 L,,
1518,2018-07-23,07:30:00,8,5,0,F,L,86 L,,
1521,2018-07-23,07:45:00,8,7,0,F,L,78 L,,
1524,2018-07-23,08:00:00,7,7,0,F,L,71 L,9,1
1527,2018-07-23,08:15:00,8,5,0,F,L,86 L,,
1530,2018-07-23,08:30:00,12,7,0,F,L,87 L,,
1533,2018-07-23,08:45:00,8,7,0,F,L,78 L,,
1536,2018-07-23,09:00:00,10,7,0,F,L,83 L,11,1
1539,2018-07-23,09:15:00,10,7,0,F,L,83 L,,
1542,2018-07-23,09:30:00,10,7,0,F,L,83 L,,
1545,2018-07-23,09:45:00,10,5,0,F,L,89 L,,
1548,2018-07-23,10:00:00,12,7,0,F,L,87 L,11,1
1551,2018-07-23,10:15:00,12,7,0,F,L,87 L,,
1554,2018-07-23,10:30:00,12,5,0,F,L,92 L,,
1557,2018-07-23,10:45:00,12,7,0,F,L,87 L,,
1560,2018-07-23,11:00:00,13,8,0,F,L,85 L,13,1
1563,2018-07-23,11:15:00,12,3,0,F,L,96 L,,
1566,2018-07-23,11:30:00,13,5,0,F,L,94 L,,
1569,2018-07-23,11:45:00,12,5,0,F,L,92 L,,
1572,2018-07-23,12:00:00,12,5,0,F,L,92 L,,
1575,2018-07-23,12:15:00,12,5,0,F,L,92 L,,
1578,2018-07-23,12:30:00,10,7,0,F,L,83 L,,
1581,2018-07-23,12:45:00,12,7,0,F,L,87 L,,
1584,2018-07-23,13:00:00,8,7,0,F,L,78 L,11,1
1587,2018-07-23,13:15:00,10,7,0,F,L,83 L,,
1590,2018-07-23,13:30:00,12,8,0,F,L,81 L,,
1593,2018-07-23,13:45:00,13,8,0,F,L,85 L,,
1596,2018-07-23,14:00:00,13,8,0,F,L,85 L,13,1
1599,2018-07-23,14:15:00,13,10,0,F,L,80 L,,
1602,2018-07-23,14:30:00,18,10,0,F,L,88 L,,
1605,2018-07-23,14:45:00,17,12,0,F,L,82 L,,
1608,2018-07-23,15:00:00,18,10,0,F,L,88 L,18,1
1611,2018-07-23,15:15:00,18,12,0,F,L,84 L,,
1614,2018-07-23,15:30:00,20,10,0,F,L,89 L,,
1617,2018-07-23,15:45:00,20,10,0,F,L,89 L,,
1620,2018-07-23,16:00:00,22,12,0,F,L,88 L,21,1
1623,2018-07-23,16:15:00,22,13,0,F,L,85 L,,
1626,2018-07-23,16:30:00,22,12,0,F,L,88 L,,
1629,2018-07-23,16:45:00,24,12,0,F,L,89 L,,
1632,2018-07-23,17:00:00,18,12,0,F,L,84 L,23,1
1635,2018-07-23,17:15:00,17,10,0,F,L,86 L,,
1638,2018-07-23,17:30:00,18,10,0,F,L,88 L,,
1641,2018-07-23,17:45:00,18,12,0,F,L,84 L,,
1644,2018-07-23,18:00:00,18,10,0,F,L,88 L,19,1
1647,2018-07-23,18:15:00,18,12,0,P,L,84 L,,
1650,2018-07-23,18:30:00,15,12,0,P,L,79 L,,
1653,2018-07-23,18:45:00,18,12,0,P,L,84 L,,
1656,2018-07-23,19:00:00,20,12,0,P,L,86 L,20,2
1659,2018-07-23,19:15:00,22,13,0,P,L,85 L,,
1662,2018-07-23,19:30:00,22,13,0,P,L,85 L,,
1665,2018-07-23,19:45:00,32,17,0,P,L,88 L,,
1668,2018-07-23,20:00:00,35,17,0,P,L,90 L,29,1
1671,2018-07-23,20:15:00,35,17,0,P,L,90 L,,
1674,2018-07-23,20:30:00,37,18,0,P,L,89 L,,
1677,2018-07-23,20:45:00,59,37,0,P,L,85 L,,
1680,2018-07-23,21:00:00,57,40,0,P,L,82 L,50,3
1683,2018-07-23,21:15:00,55,37,0,F,L,83 L,,
1686,2018-07-23,21:30:00,52,37,0,F,L,82 L,,
1689,2018-07-23,21:45:00,42,32,0,F,L,80 L,,
1692,2018-07-23,22:00:00,18,15,0,F,L,77 L,48,6
1695,2018-07-23,22:15:00,17,15,0,F,L,74 L,,
1698,2018-07-23,22:30:00,13,15,0,F,L,66 L,,
1701,2018-07-23,22:45:00,10,8,0,F,L,77 L,,
1704,2018-07-23,23:00:00,10,8,0,F,L,77 L,16,3
1707,2018-07-23,23:15:00,8,8,0,F,L,71 L,,
1710,2018-07-23,23:30:00,7,8,0,F,L,62 L,,
1713,2018-07-23,23:45:00,7,7,0,F,L,71 L,,
1716,2018-07-24,00:00:00,7,8,0,F,L,62 L,10,3
1719,2018-07-24,00:15:00,5,8,0,F,C,51 L,,
1722,2018-07-24,00:30:00,5,7,0,F,C,60 L,,
1725,2018-07-24,00:45:00,5,8,0,F,C,51 L,,
1728,2018-07-24,01:00:00,7,7,0,F,C,71 L,,
1731,2018-07-24,01:15:00,5,8,0,F,C,51 L,,
1734,2018-07-24,01:30:00,5,8,0,F,C,51 L,,
1737,2018-07-24,01:45:00,7,8,0,F,C,62 L,,
1740,2018-07-24,02:00:00,7,10,0,F,C,55 L,,
1743,2018-07-24,02:15:00,7,10,0,F,C,55 L,,
1746,2018-07-24,02:30:00,7,12,0,F,C,50 L,,
1749,2018-07-24,02:45:00,7,10,0,F,C,55 L,,
1752,2018-07-24,03:00:00,7,10,0,F,C,55 L,,
1755,2018-07-24,03:15:00,5,8,0,F,C,51 L,,
1758,2018-07-24,03:30:00,5,10,0,F,C,45 L,,
1761,2018-07-24,03:45:00,5,7,0,F,C,60 L,,
1764,2018-07-24,04:00:00,5,8,0,F,C,51 L,,
1767,2018-07-24,04:15:00,5,10,0,F,C,45 L,,
1770,2018-07-24,04:30:00,5,8,0,F,C,51 L,,
1773,2018-07-24,04:45:00,3,8,0,F,C,37 L,,
1776,2018-07-24,05:00:00,5,8,0,F,C,51 L,,
1779,2018-07-24,05:15:00,5,8,0,F,C,51 L,,
1782,2018-07-24,05:30:00,5,8,0,F,C,51 L,,
1785,2018-07-24,05:45:00,5,8,0,F,C,51 L,,
1788,2018-07-24,06:00:00,5,7,0,F,C,60 L,,
1791,2018-07-24,06:15:00,7,8,0,F,L,62 L,,
1794,2018-07-24,06:30:00,5,8,0,F,L,51 L,,
1797,2018-07-24,06:45:00,5,10,0,F,L,45 L,,
1800,2018-07-24,07:00:00,7,10,0,F,L,55 L,10,4
1803,2018-07-24,07:15:00,5,8,0,F,L,51 L,,
1806,2018-07-24,07:30:00,7,10,0,F,L,55 L,,
1809,2018-07-24,07:45:00,7,8,0,F,L,62 L,,
1812,2018-07-24,08:00:00,7,7,0,F,L,71 L,10,3
1815,2018-07-24,08:15:00,7,7,0,F,L,71 L,,
1818,2018-07-24,08:30:00,10,7,0,F,L,83 L,,
1821,2018-07-24,08:45:00,7,5,0,F,L,80 L,,
1824,2018-07-24,09:00:00,8,5,0,F,L,86 L,9,1
1827,2018-07-24,09:15:00,8,7,0,F,L,78 L,,
1830,2018-07-24,09:30:00,7,3,0,F,L,89 L,,
1833,2018-07-24,09:45:00,8,8,0,F,L,71 L,,
1836,2018-07-24,10:00:00,8,7,0,F,L,78 L,9,1
1839,2018-07-24,10:15:00,10,8,0,F,L,77 L,,
1842,2018-07-24,10:30:00,8,8,0,F,L,71 L,,
1845,2018-07-24,10:45:00,12,8,0,F,L,81 L,,
1848,2018-07-24,11:00:00,10,7,0,F,L,83 L,12,2
1851,2018-07-24,11:15:00,12,8,0,F,L,81 L,,
1854,2018-07-24,11:30:00,12,7,0,F,L,87 L,,
1857,2018-07-24,11:45:00,10,5,0,F,L,89 L,,
1860,2018-07-24,12:00:00,10,7,0,F,L,83 L,12,1
1863,2018-07-24,12:15:00,10,5,0,F,L,89 L,,
1866,2018-07-24,12:30:00,10,7,0,F,L,83 L,,
1869,2018-07-24,12:45:00,8,5,0,F,L,86 L,,
1872,2018-07-24,13:00:00,8,7,0,F,L,78 L,10,1
1875,2018-07-24,13:15:00,10,7,0,F,L,83 L,,
1878,2018-07-24,13:30:00,8,7,0,F,L,78 L,,
1881,2018-07-24,13:45:00,8,5,0,F,L,86 L,,
1884,2018-07-24,14:00:00,7,5,0,F,L,80 L,9,1
1887,2018-07-24,14:15:00,10,7,0,F,L,83 L,,
1890,2018-07-24,14:30:00,7,5,0,F,L,80 L,,
1893,2018-07-24,14:45:00,8,3,0,F,L,93 L,,
1896,2018-07-24,15:00:00,8,5,0,F,L,86 L,9,1
1899,2018-07-24,15:15:00,8,7,0,F,L,78 L,,
1902,2018-07-24,15:30:00,7,5,0,F,L,80 L,,
1905,2018-07-24,15:45:00,7,5,0,F,L,80 L,,
1908,2018-07-24,16:00:00,8,3,0,F,L,93 L,8,1
1911,2018-07-24,16:15:00,7,5,0,F,L,80 L,,
1914,2018-07-24,16:30:00,8,7,0,F,L,78 L,,
1917,2018-07-24,16:45:00,8,5,0,F,L,86 L,,
1920,2018-07-24,17:00:00,8,7,0,F,L,78 L,9,1
1923,2018-07-24,17:15:00,10,8,0,F,L,77 L,,
1926,2018-07-24,17:30:00,10,7,0,F,L,83 L,,
1929,2018-07-24,17:45:00,22,10,0,F,L,91 L,,
1932,2018-07-24,18:00:00,20,12,0,F,L,86 L,17,1
1935,2018-07-24,18:15:00,17,12,0,P,L,82 L,,
1938,2018-07-24,18:30:00,18,12,0,P,L,84 L,,
1941,2018-07-24,18:45:00,18,12,0,P,L,84 L,,
1944,2018-07-24,19:00:00,17,12,0,P,L,82 L,20,2
1947,2018-07-24,19:15:00,15,12,0,P,L,79 L,,
1950,2018-07-24,19:30:00,13,10,0,P,L,80 L,,
1953,2018-07-24,19:45:00,15,10,0,P,L,83 L,,
1956,2018-07-24,20:00:00,18,12,0,P,L,84 L,17,2
1959,2018-07-24,20:15:00,17,10,0,P,L,86 L,,
1962,2018-07-24,20:30:00,18,10,0,P,L,88 L,,
1965,2018-07-24,20:45:00,17,10,0,P,L,86 L,,
1968,2018-07-24,21:00:00,18,12,0,P,L,84 L,19,1
1971,2018-07-24,21:15:00,18,10,0,F,L,88 L,,
1974,2018-07-24,21:30:00,13,8,0,F,L,85 L,,
1977,2018-07-24,21:45:00,12,8,0,F,L,81 L,,
1980,2018-07-24,22:00:00,8,7,0,F,L,78 L,14,1
1983,2018-07-24,22:15:00,8,7,0,F,L,78 L,,
1986,2018-07-24,22:30:00,7,5,0,F,L,80 L,,
1989,2018-07-24,22:45:00,5,7,0,F,L,60 L,,
1992,2018-07-24,23:00:00,5,7,0,F,L,60 L,8,2
1995,2018-07-24,23:15:00,5,7,0,F,L,60 L,,
1998,2018-07-24,23:30:00,5,7,0,F,L,60 L,,
2001,2018-07-24,23:45:00,7,7,0,F,L,71 L,,
2004,2018-07-25,00:00:00,5,7,0,F,L,60 L,8,3
2007,2018-07-25,00:15:00,5,5,0,F,C,71 L,,
2010,2018-07-25,00:30:00,5,7,0,F,C,60 L,,
2013,2018-07-25,00:45:00,5,7,0,F,C,60 L,,
2016,2018-07-25,01:00:00,7,7,0,F,C,71 L,,
2019,2018-07-25,01:15:00,5,8,0,F,C,51 L,,
2022,2018-07-25,01:30:00,5,5,0,F,C,71 L,,
2025,2018-07-25,01:45:00,7,8,0,F,C,62 L,,
2028,2018-07-25,02:00:00,3,7,0,F,C,45 L,,
2031,2018-07-25,02:15:00,5,7,0,F,C,60 L,,
2034,2018-07-25,02:30:00,5,7,0,F,C,60 L,,
2037,2018-07-25,02:45:00,5,7,0,F,C,60 L,,
2040,2018-07-25,03:00:00,5,5,0,F,C,71 L,,
2043,2018-07-25,03:15:00,3,7,0,F,C,45 L,,
2046,2018-07-25,03:30:00,5,5,0,F,C,71 L,,
2049,2018-07-25,03:45:00,5,7,0,F,C,60 L,,
2052,2018-07-25,04:00:00,3,7,0,F,C,45 L,,
2055,2018-07-25,04:15:00,5,5,0,F,C,71 L,,
2058,2018-07-25,04:30:00,5,7,0,F,C,60 L,,
2061,2018-07-25,04:45:00,5,7,0,F,C,60 L,,
2064,2018-07-25,05:00:00,5,7,0,F,C,60 L,,
2067,2018-07-25,05:15:00,3,7,0,F,C,45 L,,
2070,2018-07-25,05:30:00,5,5,0,F,C,71 L,,
2073,2018-07-25,05:45:00,5,7,0,F,C,60 L,,
2076,2018-07-25,06:00:00,5,7,0,F,C,60 L,,
2079,2018-07-25,06:15:00,7,7,0,F,L,71 L,,
2082,2018-07-25,06:30:00,7,7,0,F,L,71 L,,
2085,2018-07-25,06:45:00,3,7,0,F,L,45 L,,
2088,2018-07-25,07:00:00,7,7,0,F,L,71 L,8,2
2091,2018-07-25,07:15:00,5,7,0,F,L,60 L,,
2094,2018-07-25,07:30:00,8,7,0,F,L,78 L,,
2097,2018-07-25,07:45:00,5,5,0,F,L,71 L,,
2100,2018-07-25,08:00:00,7,5,0,F,L,80 L,8,2
2103,2018-07-25,08:15:00,5,5,0,F,L,71 L,,
2106,2018-07-25,08:30:00,8,7,0,F,L,78 L,,
2109,2018-07-25,08:45:00,8,7,0,F,L,78 L,,
2112,2018-07-25,09:00:00,8,5,0,F,L,86 L,9,1
2115,2018-07-25,09:15:00,10,7,0,F,L,83 L,,
2118,2018-07-25,09:30:00,10,7,0,F,L,83 L,,
2121,2018-07-25,09:45:00,12,7,0,F,L,87 L,,
2124,2018-07-25,10:00:00,10,7,0,F,L,83 L,11,1
2127,2018-07-25,10:15:00,12,7,0,F,L,87 L,,
2130,2018-07-25,10:30:00,12,8,0,F,L,81 L,,
2133,2018-07-25,10:45:00,12,8,0,F,L,81 L,,
2136,2018-07-25,11:00:00,12,7,0,F,L,87 L,13,1
2139,2018-07-25,11:15:00,12,8,0,F,L,81 L,,
2142,2018-07-25,11:30:00,13,7,0,F,L,89 L,,
2145,2018-07-25,11:45:00,13,8,0,F,L,85 L,,
2148,2018-07-25,12:00:00,15,10,0,F,L,83 L,15,1
2151,2018-07-25,12:15:00,15,8,0,F,L,87 L,,
2154,2018-07-25,12:30:00,10,7,0,F,L,83 L,,
2157,2018-07-25,12:45:00,8,7,0,F,L,78 L,,
2160,2018-07-25,13:00:00,8,5,0,F,L,86 L,11,1
2163,2018-07-25,13:15:00,12,7,0,F,L,87 L,,
2166,2018-07-25,13:30:00,12,5,0,F,L,92 L,,
2169,2018-07-25,13:45:00,13,8,0,F,L,85 L,,
2172,2018-07-25,14:00:00,12,7,0,F,L,87 L,13,1
2175,2018-07-25,14:15:00,12,8,0,F,L,81 L,,
2178,2018-07-25,14:30:00,13,8,0,F,L,85 L,,
2181,2018-07-25,14:45:00,12,7,0,F,L,87 L,,
2184,2018-07-25,15:00:00,13,7,0,F,L,89 L,14,1
2187,2018-07-25,15:15:00,13,7,0,F,L,89 L,,
2190,2018-07-25,15:30:00,12,8,0,F,L,81 L,,
2193,2018-07-25,15:45:00,13,7,0,F,L,89 L,,
2196,2018-07-25,16:00:00,12,8,0,F,L,81 L,14,1
2199,2018-07-25,16:15:00,12,7,0,F,L,87 L,,
2202,2018-07-25,16:30:00,13,8,0,F,L,85 L,,
2205,2018-07-25,16:45:00,12,7,0,F,L,87 L,,
2208,2018-07-25,17:00:00,8,8,0,F,L,71 L,13,1
2211,2018-07-25,17:15:00,8,7,0,F,L,78 L,,
2214,2018-07-25,17:30:00,8,7,0,F,L,78 L,,
2217,2018-07-25,17:45:00,8,7,0,F,L,78 L,,
2220,2018-07-25,18:00:00,10,7,0,F,L,83 L,10,1
2223,2018-07-25,18:15:00,2,3,0,P,L,45 L,,
2226,2018-07-25,18:30:00,0,3,0,P,L,0 L,,
2229,2018-07-25,18:45:00,2,3,0,P,L,45 L,,
2232,2018-07-25,19:00:00,0,5,0,P,L,0 L,4,3
2235,2018-07-25,19:15:00,2,2,0,P,L,71 L,,
2238,2018-07-25,19:30:00,0,3,0,P,L,0 L,,
2241,2018-07-25,19:45:00,2,3,0,P,L,45 L,,
2244,2018-07-25,20:00:00,0,3,0,P,L,0 L,3,2
2247,2018-07-25,20:15:00,2,3,0,P,L,45 L,,
2250,2018-07-25,20:30:00,0,2,0,P,L,0 L,,
2253,2018-07-25,20:45:00,2,5,0,P,L,32 L,,
2256,2018-07-25,21:00:00,0,2,0,P,L,0 L,3,2
2259,2018-07-25,21:15:00,2,3,0,F,L,45 L,,
2262,2018-07-25,21:30:00,0,2,0,F,L,0 L,,
2265,2018-07-25,21:45:00,2,3,0,F,L,45 L,,
2268,2018-07-25,22:00:00,8,5,0,F,L,86 L,4,1
2271,2018-07-25,22:15:00,8,7,0,F,L,78 L,,
2274,2018-07-25,22:30:00,8,7,0,F,L,78 L,,
2277,2018-07-25,22:45:00,5,7,0,F,L,60 L,,
2280,2018-07-25,23:00:00,5,7,0,F,L,60 L,9,2
2283,2018-07-25,23:15:00,7,7,0,F,L,71 L,,
2286,2018-07-25,23:30:00,5,7,0,F,L,60 L,,
2289,2018-07-25,23:45:00,5,7,0,F,L,60 L,,
2292,2018-07-26,00:00:00,5,7,0,F,L,60 L,8,3
2295,2018-07-26,00:15:00,7,7,0,F,C,71 L,,
2298,2018-07-26,00:30:00,5,7,0,F,C,60 L,,
2301,2018-07-26,00:45:00,5,7,0,F,C,60 L,,
2304,2018-07-26,01:00:00,7,7,0,F,C,71 L,,
2307,2018-07-26,01:15:00,5,8,0,F,C,51 L,,
2310,2018-07-26,01:30:00,5,7,0,F,C,60 L,,
2313,2018-07-26,01:45:00,7,7,0,F,C,71 L,,
2316,2018-07-26,02:00:00,7,7,0,F,C,71 L,,
2319,2018-07-26,02:15:00,5,7,0,F,C,60 L,,
2322,2018-07-26,02:30:00,5,7,0,F,C,60 L,,
2325,2018-07-26,02:45:00,5,7,0,F,C,60 L,,
2328,2018-07-26,03:00:00,7,7,0,F,C,71 L,,
2331,2018-07-26,03:15:00,5,5,0,F,C,71 L,,
2334,2018-07-26,03:30:00,5,7,0,F,C,60 L,,
2337,2018-07-26,03:45:00,7,7,0,F,C,71 L,,
2340,2018-07-26,04:00:00,5,7,0,F,C,60 L,,
2343,2018-07-26,04:15:00,5,7,0,F,C,60 L,,
2346,2018-07-26,04:30:00,5,7,0,F,C,60 L,,
2349,2018-07-26,04:45:00,7,7,0,F,C,71 L,,
2352,2018-07-26,05:00:00,5,7,0,F,C,60 L,,
2355,2018-07-26,05:15:00,7,5,0,F,C,80 L,,
2358,2018-07-26,05:30:00,5,7,0,F,C,60 L,,
2361,2018-07-26,05:45:00,7,8,0,F,C,62 L,,
2364,2018-07-26,06:00:00,5,5,0,F,C,71 L,,
2367,2018-07-26,06:15:00,7,7,0,F,L,71 L,,
2370,2018-07-26,06:30:00,5,7,0,F,L,60 L,,
2373,2018-07-26,06:45:00,7,7,0,F,L,71 L,,
2376,2018-07-26,07:00:00,5,7,0,F,L,60 L,8,2
2379,2018-07-26,07:15:00,7,8,0,F,L,62 L,,
2382,2018-07-26,07:30:00,8,5,0,F,L,86 L,,
2385,2018-07-26,07:45:00,8,7,0,F,L,78 L,,
2388,2018-07-26,08:00:00,7,5,0,F,L,80 L,9,1
2391,2018-07-26,08:15:00,7,7,0,F,L,71 L,,
2394,2018-07-26,08:30:00,10,5,0,F,L,89 L,,
2397,2018-07-26,08:45:00,10,5,0,F,L,89 L,,
2400,2018-07-26,09:00:00,10,5,0,F,L,89 L,10,1
2403,2018-07-26,09:15:00,12,7,0,F,L,87 L,,
2406,2018-07-26,09:30:00,15,7,0,F,L,91 L,,
2409,2018-07-26,09:45:00,17,7,0,F,L,93 L,,
2412,2018-07-26,10:00:00,15,7,0,F,L,91 L,15,0
2415,2018-07-26,10:15:00,17,8,0,F,L,89 L,,
2418,2018-07-26,10:30:00,17,7,0,F,L,93 L,,
2421,2018-07-26,10:45:00,15,5,0,F,L,95 L,,
2424,2018-07-26,11:00:00,13,7,0,F,L,89 L,16,0
2427,2018-07-26,11:15:00,15,8,0,F,L,87 L,,
2430,2018-07-26,11:30:00,17,8,0,F,L,89 L,,
2433,2018-07-26,11:45:00,15,8,0,F,L,87 L,,
2436,2018-07-26,12:00:00,15,10,0,F,L,83 L,16,1
2439,2018-07-26,12:15:00,12,8,0,F,L,81 L,,
2442,2018-07-26,12:30:00,10,8,0,F,L,77 L,,
2445,2018-07-26,12:45:00,12,8,0,F,L,81 L,,
2448,2018-07-26,13:00:00,10,7,0,F,L,83 L,12,2
2451,2018-07-26,13:15:00,8,7,0,F,L,78 L,,
2454,2018-07-26,13:30:00,8,7,0,F,L,78 L,,
2457,2018-07-26,13:45:00,10,8,0,F,L,77 L,,
2460,2018-07-26,14:00:00,13,8,0,F,L,85 L,12,2
2463,2018-07-26,14:15:00,17,13,0,F,L,78 L,,
2466,2018-07-26,14:30:00,20,15,0,F,L,80 L,,
2469,2018-07-26,14:45:00,42,30,0,F,L,81 L,,
2472,2018-07-26,15:00:00,22,15,0,F,L,82 L,29,4
2475,2018-07-26,15:15:00,18,13,0,F,L,81 L,,
2478,2018-07-26,15:30:00,47,34,0,F,L,81 L,,
2481,2018-07-26,15:45:00,18,15,0,F,L,77 L,,
2484,2018-07-26,16:00:00,27,20,0,F,L,80 L,32,4
2487,2018-07-26,16:15:00,30,22,0,F,L,81 L,,
2490,2018-07-26,16:30:00,20,15,0,F,L,80 L,,
2493,2018-07-26,16:45:00,18,13,0,F,L,81 L,,
2496,2018-07-26,17:00:00,13,10,0,F,L,80 L,23,3
2499,2018-07-26,17:15:00,12,8,0,F,L,81 L,,
2502,2018-07-26,17:30:00,13,8,0,F,L,85 L,,
2505,2018-07-26,17:45:00,12,8,0,F,L,81 L,,
2508,2018-07-26,18:00:00,8,8,0,F,L,71 L,13,2
2511,2018-07-26,18:15:00,8,7,0,P,L,78 L,,
2514,2018-07-26,18:30:00,10,8,0,P,L,77 L,,
2517,2018-07-26,18:45:00,12,8,0,P,L,81 L,,
2520,2018-07-26,19:00:00,10,7,0,P,L,83 L,12,2
2523,2018-07-26,19:15:00,13,8,0,P,L,85 L,,
2526,2018-07-26,19:30:00,12,8,0,P,L,81 L,,
2529,2018-07-26,19:45:00,13,7,0,P,L,89 L,,
2532,2018-07-26,20:00:00,12,7,0,P,L,87 L,14,1
2535,2018-07-26,20:15:00,12,7,0,P,L,87 L,,
2538,2018-07-26,20:30:00,10,5,0,P,L,89 L,,
2541,2018-07-26,20:45:00,10,7,0,P,L,83 L,,
2544,2018-07-26,21:00:00,10,5,0,P,L,89 L,11,1
2547,2018-07-26,21:15:00,10,7,0,F,L,83 L,,
2550,2018-07-26,21:30:00,13,8,0,F,L,85 L,,
2553,2018-07-26,21:45:00,10,8,0,F,L,77 L,,
2556,2018-07-26,22:00:00,12,8,0,F,L,81 L,13,1
2559,2018-07-26,22:15:00,8,8,0,F,L,71 L,,
2562,2018-07-26,22:30:00,7,8,0,F,L,62 L,,
2565,2018-07-26,22:45:00,7,7,0,F,L,71 L,,
2568,2018-07-26,23:00:00,7,7,0,F,L,71 L,10,2
2571,2018-07-26,23:15:00,5,7,0,F,L,60 L,,
2574,2018-07-26,23:30:00,5,7,0,F,L,60 L,,
2577,2018-07-26,23:45:00,7,7,0,F,L,71 L,,
2580,2018-07-27,00:00:00,5,5,0,F,L,71 L,8,2
2583,2018-07-27,00:15:00,7,7,0,F,C,71 L,,
2586,2018-07-27,00:30:00,7,8,0,F,C,62 L,,
2589,2018-07-27,00:45:00,5,7,0,F,C,60 L,,
2592,2018-07-27,01:00:00,7,7,0,F,C,71 L,,
2595,2018-07-27,01:15:00,7,7,0,F,C,71 L,,
2598,2018-07-27,01:30:00,5,8,0,F,C,51 L,,
